keyword,tweet,_label_norm,original_author,language
mahotsav,"Under the BJP shri #RahulGandhi ji is not a member of Parliament 
But #Pragya Thakur ji is.
Shri #RahulGandhi ji cannot be a member of Parliament but Ajay Mishra Teni ji whose son mowed down farmers will continue as a Union minister! 
#AzadiKaAmritMahotsav",pro opposition,tehseenp,english
mahotsav,The Congress attacked #BJP govt in Karnataka over omission of Jawaharlal #Nehru from the list of freedom fighters in the govt ad published on Sunday. Former CM Siddaramaiah called Chief Minister Basavaraj Bommai an #RSS slave #AzadiKaAmritMahotsav https://t.co/KYvy2e4eRd,pro opposition,NH_India,english
mahotsav,"11 rioters were given life imprisonment by the court for gang raping Bilkis Bano and killing 7 of her family members in 2002. Today, Gujarat government freed them from Godhra jail to celebrate #AzadiKaAmritMahotsav!",pro opposition,ashoswai,english
mahotsav,"As many as 75 ""Aam Aadmi Clinics"" will be dedicated to people by the #Bhagwantmann -led #government in #Punjab on this #IndependenceDay2022 
#AzadiKaAmritMahotsav #healthcare #75thIndependenceDay

https://t.co/OqcUlB8UgT",pro opposition,ttindia,english
mahotsav,"Vadodara: As a part of Azadi Ka Amrit Mahotsav, an air show of Surya Kiran Aerobatic Team of Indian Air Force was organized at Air Force Station, Darjipura. | reported by news agency ANI https://t.co/NXCVYgUCIQ",pro opposition,ndtv,english
caa,"SFI protests against BJP's Swapan Dasgupta Visva Bharati, stalls lecture onCAA 
Shocking intolerance,extremism by students of Visva Bharati,typical ofJNU extremism ⁦@BDUTT⁩ ⁦@ShekharGupta⁩ ⁦@sardesairajdeep⁩ ⁦@Ram_Guha⁩   are quiet! https://t.co/pl0wTWYIvx",pro ruling,TVMohandasPai,english
caa,"Sharad Pawar says that some people think that building a temple will eradicate COVID.

I guess, Sharad Pawar was sleeping when some people claimed that COVID is their God getting back to India on CAA and propagated that Corona can never infect them because they are believers.",pro ruling,AsYouNotWish,english
caa,".@MoCA_GoI organizing a mega Yoga event- Yog Prabha today at Safdarjung Airport, New Delhi. 
Led by HMCA @JM_Scindia and MoS for MoCA @Gen_VKsingh, the event will see the participation of over 600 officials and employees of MoCA and affiliate organizations.",pro ruling,PBNS_India,english
caa,#BREAKING: Fugitive Mehul Choksi apprehended by Dominica Police after he landed illegally in a boat from Antigua. Dominica Police Spokesperson tells me on a phone call. Choksi arrested from North of Dominica and will be extradited soon back to Antigua. Breaking on @CNNnews18.,pro ruling,AdityaRajKaul,english
caa,Nobody has right to object to Kerala govt's decision: Nawab Malik on anti-CAA resolution https://t.co/pBbQttByrA,pro ruling,republic,english
caa,"This dirty personal attack on Dalit hero @VashiMant has brought a massive polarization. All nationalist forces are on one side as one Pariwar - those who support CAA.

All Tukde gang are on other - those who hate Dalits and minorities of neighbors. 

I recall 2002.",pro ruling,SanjeevSanskrit,english
caa,"'Will ensure CAA is not implemented if I am elected': Yashwant Sinha ahead of President election

#PresidentialElections2022
#YashwantSinha

https://t.co/Tcwf5SEIhY",pro ruling,indiatvnews,english
caa,"India and America are walking shoulder to shoulder in the fight against terrorism.

#ModiInUSA
#PMModiUSVisit
#IndiaUSRelations https://t.co/IHYkTVG7Yy",pro ruling,mygovindia,english
caa,"BIG BREAKING :

Priyanka Gandhi attacked Akhilesh Yadav in the Moradabad Rally , asked him where was he during CAA and NRC 🔥🔥🔥",pro opposition,SurrbhiM,english
caa,#Congress has slammed #PrimeMinister #NarendraModi on his speech in #Karnataka 's #Tumakuru rally where he accused Congress of fomenting trouble during #AntiCAAProtests. #GoBackModi  https://t.co/MvlWOGg0tX,pro opposition,NH_India,english
caa,"Khalid Saifi is in jail due to witch hunt against CAA protesters. Had he been out, he would have been at the forefront of helping migrant workers and those in need. 

Eid isn't same with such generous people in jail.",pro opposition,AdityaMenon22,english
caa,"A closer reading of the allegations made against the #Natashanarwal shows that no specific, particularised or definite act is attributed to her, apart from the admitted fact that she engaged herself in organising anti-#CAA and anti-#NRC protests : #DelhiHC",pro opposition,LiveLawIndia,english
caa,"“ I, citizen of India, congratulate honourable Prime Minister Shri Narendra Modi for CAA (Citizenship Amendment Act). I and my family support this act.”

Gujarat school gets students to pen CAA postcards to PM, parents force retreat

https://t.co/2bHRSuRCMz",pro opposition,atti_cus,english
caa,"Today is the 133rd birth anniversary of Ho Chi Minh.

Vietnam fought and defeated Imperial Japan, France &amp; America; and then they saved Cambodia from the Khmer Rouge.

A brave nation that left a huge mark on the 20th century &amp; is currently one of Asia's top-performing economies. https://t.co/FtlAfgOVCM",pro opposition,Advaidism,english
caa,The #antiCAAprotests and the #farmersprotest herald a new era of resistance to the #Modigovt’s pro-corporate and #Hindutva agenda. #COVID19 https://t.co/nM6sHmuk7h,pro opposition,NH_India,english
caa,"Comedian and host John Oliver, on the latest episode of his show, ""Last Week Tonight"" described #CAA-NRC as a ""diabolically clever 2-step way"" to ""strip millions of Muslims of citizenship,"" writes @Maha_Shoonya.  
https://t.co/0DXSAMeYi9",pro opposition,TheQuint,english
aatmanirbhar,"Women's Empowerment in Agriculture Field.
Women Farmer namely Neelam Devi W/O Pardeep Singh R/O Basantgarh Rasli Hilly area of Dist. Udhampur J&amp;K, ploughing the field for Sowing of Crop Oats Kent with 'Power Tiller' in Rabi Season. @DirectorateofA2.
#agrigoi #aatmanirbharkisan https://t.co/JkE470S9Bu",pro ruling,AgriGoI,english
aatmanirbhar,"Government is committed to provide affordable rental housing for migrant workers: FM @nsitharaman 
#AatmaNirbharBharatKaBudget #Budget2021",pro ruling,mygovindia,english
aatmanirbhar,Center of Creative Learning have given an innovative spin to Gandhi ji's Charkha! Have a similar knack of designing toys? Participate in #Toycathon and help take PM @narendramodi's vision of #AatmaNirbhar Bharat Toys forward. Visit: https://t.co/CXMPKBTz9F today! @mhrd_innovation https://t.co/x5xKBN7yu3,pro ruling,mygovindia,english
aatmanirbhar,PM Shri @narendramodi gave a call for #AatmaNirbharBharat while battling the pandemic of #COVID19. It was his inspiration following which I decided to do my part in making of AatmaNirbhar Bharat through #AatmaNirbharMP of which this document is the roadmap: CMShri @ChouhanShivraj https://t.co/3tw3U7oLrv,pro ruling,CMMadhyaPradesh,english
aatmanirbhar,This is how the Union Budget 2022-23 was received by the top industry leaders. #AatmaNirbharBharatKaBudget https://t.co/pY04YBc6Un,pro ruling,mygovindia,english
aatmanirbhar,"To bring India’s Entrepreneurial force onto the global map, @DIPPGOI is hosting “Prarambh”, the Startup India International Summit on January 15-16, 2021. For more details, visit: https://t.co/kx1ve0XlFu #AatmaNirbharBharat #AarambhToPrarambh https://t.co/lAwwg9HNBK",pro ruling,mygovindia,english
aatmanirbhar,"#AatmanirbharBharat: MoD accords high priority to indigenisation of Software Defined Radios for the Armed Forces 

The complete product life cycle management framework is necessary for security sensitive SDR technology and products.

Read here: https://t.co/aZUcZC4CdY",pro ruling,PIB_India,english
aatmanirbhar,"Today, on 9th August’20, Hon’ble Prime Minister will press the button and release the payments of nearly Rs 17,000 Crore to more than 8.5 Crore farmers #AatmaNirbharKrishi @AgriGoI @narendramodi @PMOIndia @KailashBaytu @nstomar @PRupala",pro ruling,mygovindia,english
aatmanirbhar,"On 23 May @agulati115 says to @IndianExpress:""only way to cool down the pressure is to augment supply by reducing the duty on pulses to 15% &amp; today he is sermonizing: ""we need to create ""aatma nirbharta"", not by levying high import duties"" #oilseed

Such contradiction in 2 months https://t.co/SHKiFwTAYQ",pro opposition,ramanmann1974,english
aatmanirbhar,Is this part of “Aatmanirbharta”strategy in energy sector? ONGC is without a regular chairman &amp; managing director since April 2021. Position lies vacant for past 17 months and govt prefers interim arrangements. Don’t know why?,pro opposition,mkvenu1,english
aatmanirbhar,"What does “Aatmanirbharshil” mean ? 

Depend on yourself, not government,
Even #Modi knows he can’t offer anything but Jumlas !! 

#NoUlluBanaoingModiji",pro opposition,reshma_alam9,english
aatmanirbhar,"Koo won govt’s ‘AatmaNirbhar App Innovation Challenge’. It raised $4.1 million from a clutch of investors, including an entity backed by former Infosys CFO Mohandas Pai, Accel Partners, Kalaari Capital, Blume Ventures and Dream Incubator. @yuthikabhargava 
https://t.co/0APeyJEa50",pro opposition,vijaita,english
aatmanirbhar,Dear @DrSJaishankar why is the MEA not asking Biden for this. Why should a man producing vaccines in a pandemic need to be #Aatmanirbhar Why can’t @PMOIndia govt intervene? https://t.co/cC2SKMY8T7,pro opposition,bainjal,english
aatmanirbhar,"The @narendramodi govt has repeatedly said that INS Vikrant is a symbol of Aatmanirbhar Bharat.

He’s shooting himself thru the foot. The Vikrant dates back to the first UPA govt that took power in 2004. By the time Modi was elected in 2004, INS Vikrant had already been launched.",pro opposition,ajaishukla,english
aatmanirbhar,"6th March is a Sunday please fill your vehicles full tank wait to see the fuel price on the 8th of March &amp; thank Modiji to have made you aatmanirbhar 
🙏🏽🙏🏽🙏🏽",pro opposition,kunalkamra88,english
aatmanirbhar,"Who did this??????
Modi Ji #AatmaNirbharBano
😂😂😂😂
 https://t.co/7afPBEFibq",pro opposition,30guptavivek,english
unemployment,"Yes, Didi we agree with you. West Bengal under you is not Gujarat.

It is a 'growth model' truly:
- Growing unemployment
- Growing violence
- Growing debts
Everything is growing!

#MamataBanerjee #WestBengal #GujaratOnFastTrack #GujaratModel https://t.co/d0PmLRyPlb",pro ruling,knowthenation,english
unemployment,"Urban Jobless rate drops to 7.2% which is the lowest recorded unemployment rate since 2017 when the NSO index was formed.

This is at a time when jobless rates are going up sharply in western economies https://t.co/M2NcBQsTPh",pro ruling,rishibagree,english
unemployment,India's Unemployment rate compared to developed World. https://t.co/Y0yJljAoqj,pro ruling,rishibagree,english
unemployment,"When they talk about unemployment and economy and youth..... Look at here Rahul Gandhi how your bharat bandh affecting ""आज का युवा"" 
 @narendramodi ji 
@PMOIndia https://t.co/dtkm8yil7D",pro ruling,ankitasood13,english
unemployment,"Rahul Gandhi says that he will remove unemployment from Uttar Pradesh if elected to Power.

Current CMIE Unemployment rate : 

2.7% - BJP ruled Uttar Pradesh 
32.3% - Congress ruled Rajasthan",pro ruling,rishibagree,english
unemployment,"Rahul Gandhi says that he will remove unemployment from India if elected to Power.

Current CMIE Unemployment rate : 

1.7%    -   BJP ruled Gujarat 
30.7%  - Congress-ruled Rajasthan",pro ruling,rishibagree,english
unemployment,Inflation and unemployment among B grade celebrities who used to tweet praises for the best CM.. https://t.co/koPQjR1pWA,pro ruling,FrustIndian,english
unemployment,India's unemployment rates hits lowest in the decade after Mamata Banerjee hired all jobless politicians.,pro ruling,rishibagree,english
unemployment,"Pooja started crying while speaking to @INikhatAli on Unemployment in UP. Do listen.
CC : Godi Media, @myogiadityanath @yadavakhilesh @Mayawati @priyankagandhi https://t.co/7RpFRYEELh",pro opposition,zoo_bear,english
unemployment,"#Movid_Economy of Moodi ji and his 18-18 hours of work, made India a sinking ship.😥

Unemployment High &amp; lowest GDP 🧐 https://t.co/lMzBcV5ffs",pro opposition,saraf_pankaj,english
unemployment,"Modi government's incompetence and failure at improving the standard of living is a distant dream - be prepared for much worse, literally hitting our stomachs. 

Growing inflation, unemployment and crime are Modi's gifts to India. https://t.co/BZwz2c8Izf",pro opposition,abhinandita_m,english
unemployment,"My concerns will remain &amp; will continue tweet about :- 

- Economy disaster
- Unemployment disaster 
- Covid19 disaster 
- China intrusion disaster
- Adani Ambani loot
- Hate Speech 

Friends, I appeal to all to remain focussed on above issues. The BJP  govt is on backfoot",pro opposition,BhavikaKapoor5,english
unemployment,"#Opinion: It is imperative to break the vicious cycle of unemployment through sincere and sympathetic policy interventions, which cannot be accomplished by simply adopting frivolous and populist measures, writes @BhupinderSHooda
https://t.co/vQeNvOZsMm",pro opposition,thetribunechd,english
unemployment,Modi did say make pakodas #NationalUnemploymentDay17Sept https://t.co/vJS9eAgjQb,pro opposition,nandtara,english
unemployment,"#WhoLetIndiaDown? 
Who destroyed crores of existing jobs by his assault on our MSME &amp; unorganized  sector?

Who failed to generate 2 crore jobs/year as he promised?

Who achieved unemployment rate at a 45 yr high by 2018?
 
Who has increased joblessness higher every year? https://t.co/WRk90IyGaB",pro opposition,geetv79,english
unemployment,"@RahulGandhi India needs a new &amp; practical vision, not Modi mirages which turned our demographic dividend into demographic disaster with unemployment brought to a 45 yr record high by 2018.

Not just big business, MSMEs need support for pvt sector job creation.

#कांग्रेस_का_भर्ती_विधान https://t.co/U1KQ85VaGO",pro opposition,geetv79,english
inflation,"Union FM Smt. @nsitharaman highlighted the need for collective attention of #G20 on energy price volatility, #inflation pressure and the impact of the geopolitical tensions on the #globaleconomy. (3/3)",pro ruling,FinMinIndia,english
inflation,"What is liberal privilege?

In developed country like Sweden, shockingly high inflation of 9.7%

Do you know who economists are blaming?

Not the govt

They are blaming Beyonce's music concert!

Imagine the mocking if someone in India tried to blame SRK for inflation",pro ruling,AbhishBanerj,english
inflation,"Absolutely unnecessary.

Precious little will be achieved on inflation by these ill-advised rate hikes even as the MPC risks derailing India’s growth recovery process. 

RBI is better off listening to external MPC members. https://t.co/b2W994NZRo",pro ruling,karanbhasin95,english
inflation,🚨 India's retail inflation eases to 4.25% in May from 4.70% in April.,pro ruling,IndianTechGuide,english
inflation,"US inflation is at a 40 year high

Remember that Harvard economists like Jason Furman said inflation is just a ""high class problem"" -- it does not affect ordinary people

And Biden's Chief of Staff quoted this Harvard economist

Can you ever trust Harvard economists again?",pro ruling,AbhishBanerj,english
inflation,"Retail inflation under NDA in range of 5.5-6.5 % &amp; crossed 6% just few times due to Covid pandemic &amp; Global factors 
Under UPA, retail inflation more than 9% in 22/28 months from Jan 2012 to April 2014-inflation even crossed double-digits 9 times due to fiscal irresponsibility",pro ruling,Shehzad_Ind,english
inflation,"Projection for CPI Inflation Rate

For Q4 (Jan to March) of current FY -  5.2 % 

For H1 (First Half) - 5.2 to 5%

For Q3 of Next Year - 4.3 %

- @RBI Governor @DasShaktikanta 

#MonetaryPolicy",pro ruling,PIBMumbai,english
inflation,"BJP Manifesto Checklist in #1YearofModi2

✅- GST
✅- CAA
✅- OROP
✅- Stable Govt
✅- Triple Talaq
✅- Ram Mandir
✅- Low inflation
✅- Low corruption
✅- Surgical Strikes
✅- Isolation of Pakistan
✅- Curbing Black money
✅- Removal of Article 370
✅- De-registered 14,800 NGOs",pro ruling,rishibagree,english
inflation,‘People of Gujarat can tolerate inflation but not Rohingyas living next door.. what will you do with gas cylinders? Cook fish for Bengalis?.’ @SirPareshRawal in Gujarat campaign. Vote ke liye kuch bhee bolega is the mantra! #ElectionsOnMyPlate,pro opposition,sardesairajdeep,english
inflation,"Inflation of expenditure and under-reporting of revenue detected. The group has also been found to be indulging in unaccounted cash payments: IT Dept on searches at Design Boxed, Campaign management company that worked for Congress in Assam and other states",pro opposition,arvindgunasekar,english
inflation,"#GhulamNabiAzad said people are more concerned about problems like inflation and unemployment than whether the new Parliament building will be inaugurated by the President or the Prime Minister, accusing the opposition of making unnecessary noise.
https://t.co/SHowKAq8aF",pro opposition,the_hindu,english
inflation,"#LeftRightCentre | Dr Naseer Hussain (@NasirHussainINC), Congress MP, on inflation impact on the common man https://t.co/adkbQBEt7o",pro opposition,ndtv,english
inflation,"31 yrs after Safdar Hashmi’s death, his legacy lives on.

A Renowned Indian artist and a communist, Safdar pioneered street theater and founded the People's Theatre Front, which became popular for plays on inflation, worker rights, women’s empowerment, communalism &amp; corruption. https://t.co/4CJRfAlORS",pro opposition,Advaidism,english
inflation,"Gandhis’ #Amethi  … 

Mr @RahulGandhi &amp; Ms @priyankagandhi led a march in  #Amethi against inflation today … https://t.co/Q6nDoBqrgc",pro opposition,Supriya23bh,english
inflation,Thank god Manmohan Singh is not the Prime Minister today … he would’ve got abuses by the bucketloads after these inflation numbers https://t.co/7zKjegO3ZA,pro opposition,TheDeshBhakt,english
inflation,"Is this the way to reach voters in 2024? Wouldn't it be better to talk about the government's achievements on issues of employment, economy, inflation, safety, education, health, and environment to attract people?",pro opposition,sampitroda,english
minorities,"Delhi Minorities Commission Chairman stands by his comments threatening Hindus, claims he is fighting to save the country and Constitution
https://t.co/yoiWthiqMO",pro ruling,OpIndia_com,english
minorities,The irony of National Security Adviser of Islamic Republic of Pakistan talking about rise of ‘Hindu Rashtra’. He forgets that in his country minorities can be counted on fingers of a single hand. https://t.co/b9jr51mqIB,pro ruling,sunandavashisht,english
minorities,"Scare-mongering by some is done among so-called minorities that there is a danger to them because of us or organised Hindus. This is neither the nature of Sangh nor of Hindus.  Sangh has a steely resolve to stand on the side of brotherhood, amity and peace. #RSSVijayadashami2022",pro ruling,RSSorg,english
minorities,"#Watch: Hamid Ansari could not give a straight answer when asked about minorities &amp; why they feel insecure in India.

#HamidAnsari https://t.co/5Rb95Ixv97",pro ruling,knowthenation,english
minorities,"#IndiaNeedsCAA | All CAA says is that you get citizenship by two counts - by being born in India or by naturalisation. All Modi govt is saying is in case of persecuted minorities, naturalisation will be expedited: Sanju Verma, National Spokesperson, BJP https://t.co/NWgtMkjnrK https://t.co/IkSvwmSXOT",pro ruling,republic,english
minorities,"The Sangh has nothing to do with this, blame this only on the BJP which is ever ready to throw Hindus under the bus to appease violent minorities just to secure temporary peace. https://t.co/3wefGVulac",pro ruling,AsYouNotWish,english
minorities,"Well said. Though clueless global publications like Nytimes are writing that “violence against minorities” are on the rise in Southeast Asia. The truth is, a Pan Islamist agenda has been at work for many years now. The ‘Hindu communalism’ in India is largely a reaction to that https://t.co/jPsoAWHgXk",pro ruling,swati_gs,english
minorities,"Modi in UNGA speech says Afghanistan women children minorities need help from world. We must all rise to help. 
Our oceans should not be used for expansion and exclusion says Modi. Doesn't mention China but it is clear where his direction is.
UNGA reliability/relevance comes up. https://t.co/Z04TJb7Thk",pro ruling,smitaprakash,english
minorities,"In my opinion, Kejriwal and AAP will always prove to be worse than BJP. They will treat the minorities, women, poor and marginalised worse than BJP. If you are against BJP, you should be more against AAP.",pro opposition,AudaciousQuest_,english
minorities,"""It has become abundantly clear what PM Modi and his colleagues really mean by their slogan 'maximum governance, minimum government.' It means targeting and brutalising minorities..."": Congress President Sonia Gandhi at the #CongressChintanShivir https://t.co/g6LPvpTO5z",pro opposition,ndtv,english
minorities,Minorities in Gujarat protested👇against AIMIM with slogans &amp; black flags. https://t.co/Isq8MEhzjV,pro opposition,geetv79,english
minorities,"“In an index of societal discrimination against minorities compiled by Bar Ilan University in Israel, India scores worse than Saudi Arabia and no better than Iran.”
https://t.co/xoKSgS6BWa  https://t.co/xoKSgS6BWa",pro opposition,DilliDurAst,english
minorities,"In 'State Persecution of Minorities and Underprivileged in India', N.C. Asthana provides his perception of how India's constitutional system is working. | Retd. Justice J. Chelameswar

https://t.co/YJfsOg2FK4",pro opposition,thewire_in,english
minorities,"The Kashmir Pandit Sangarash Samiti (KPSS) has sought the intervention of #JammuandKashmir and #Ladakh High Court to direct the govt to relocate all religious minorities living in Kashmir to a safer place outside the Valley.
https://t.co/Tmp1YT52ZY",pro opposition,TheQuint,english
minorities,"In Bangladesh, while the majority community is taking processions against fundamentalist attacks on minority community in the country, in Tripura, India majority community taking processions to attack minorities and their places of worship! https://t.co/MK8UThFBLm",pro opposition,ashoswai,english
minorities,"Former United States President #BarackObama, on 22 June, said President #JoeBiden should raise issues of “protection of Muslim minorities in a majority Hindu India” during his interactions with PM #NarendraModi. @PranTxt writes. https://t.co/x6JNYuMsYY",pro opposition,TheQuint,english
hathras,"#WATCH Congress leaders Rahul Gandhi, Priyanka Gandhi,  Adhir Ranjan Chowdhury, KC Venugopal &amp; Randeep Surjewala being taken to Buddh International Circuit in Gautam Buddh Nagar, after they were detained by UP Police on their way to Hathras. https://t.co/6XguHbmtrF",pro ruling,ANINewsUP,english
hathras,"Meenakshi Kharbide Female Sarpanch of Adiste Village, Raigad brutally murdered and allegedly raped.

Her naked body was found in the forest-head was completely smashed.

YET ANOTHER HORRIFIC CRIME AGAINST WOMEN IN MAHARASHTRA 

But Hathras lobby silent  https://t.co/kdPKdJ0kC9",pro ruling,Shehzad_Ind,english
hathras,"#HathrasTapes | On one side CM Yogi says 'we will ensure family gets justice', and on the other Congress people are saying 'apna media bhejenge': Gaurav Bhatia, National Spokesperson BJP &amp; Sr Advocate, SC https://t.co/RZHKU3wOei",pro ruling,republic,english
hathras,A picture of what is happening in Hathras &amp; India...Today.... https://t.co/OMTtwFmwDg,pro ruling,Shehzad_Ind,english
hathras,The Hathras R¡0t Accused has Refused to be taken to UP in UP Police Vehicle,pro ruling,MeghUpdates,english
hathras,"This is mother of the victim , clarifying herself that there was only one guy who assaulted her daughter for ongoing rivalry . SHE NOWHERE MENTIONED RAPE. 
#Hathras https://t.co/OBNk6uREKQ",pro ruling,ankitasood13,english
hathras,"Hindu Rinku Sharma mob lynched in Delhi

- No #NotInMyName protest
- No awards returned
- No actor feeling unsafe in India
- No Prime Time show
- Rahul, Kejriwal who went to Dadri, Hathras won't visit Mangolpuri in Delhi

Reason- Accused are Mohammed Islam, Danish, Zahid &amp; Mehtab",pro ruling,iAnkurSingh,english
hathras,". @RahulGandhi #NikitaTomar was also a girl, she is murdered in daylight, #Haryana is @BJP4India ruled state also...Now there is no excuse in #NikitaMurderCase . Why it is not #Hathras for you &amp; congress?",pro ruling,prafullaketkar,english
hathras,"👉First they said Rape was fake news 

👉Then they forcefully set the body on fire against family's wishes and lied 

👉Then they forcefully stopped opposition leaders from walking to protest

👉Now media entry is banned in Hathras and borders have been sealed.",pro opposition,dhruv_rathee,english
hathras,Cong Gen Secy @priyankagandhi 's statement on #Hathras CBI Chargesheet...Argues it raises serious questions on UP's Adityanath Govt @ABPNews https://t.co/ZRDX0RXSSx,pro opposition,AshishSinghLIVE,english
hathras,"Sorry, Bapu! #GandhiJayanti #HathrasHorror https://t.co/q95rt7JXak",pro opposition,satishacharya,english
hathras,"Gangraped and murdered by four Thakur boys in UP’s #Hathras, mother of the 19-year-old says, “Yes we Dalits have always lived in fear here. But what’s left to fear now?”.

#GroundReport by @NidhiSuresh_ and @akanksha_kumar3.

https://t.co/Mg0OgcLw34",pro opposition,newslaundry,english
hathras,"BJP demanded Delhi CM Sheila Dixit’s resignation after Nirbhaya’s  rape even though she was not in charge of law and order. In UP, CM Adityanath is in charge of everything, what’s wrong in asking for his resignation?#HathrasHorrorShocksIndia",pro opposition,waglenikhil,english
hathras,"Hundreds At Jantar Mantar Over Hathras Case, Arvind Kejriwal To Join Protest https://t.co/bB9p4KzqJE",pro opposition,ndtvfeed,english
hathras,"Yesterday someone told me that INC doesn’t come on the streets, Mamata does. I could only laugh in response. If you saw Mamata in Bhatta Parsaul. Hathras, India Gate, Lakhimpur Kheri and a thousand other places you’re not a critic of the INC you’re a soldier of RSS propaganda",pro opposition,atti_cus,english
hathras,Excellent decision of Allahabad High court to take cognizance of #HathrasCase. The Chief Justice there is still an individual who goes by the letter of the law.,pro opposition,_sabanaqvi,english
gdp,"The leader of the NATO countries, the US owes $26 trillion to the world. The top G7 NATO countries debt rose to 140% of their GDP last year. In other words, they all live off debt. Yet, they think they have the moral authority to impose sanctions on Russia. An upside down world!",pro ruling,AartiTikoo,english
gdp,"Many liberals cant believe how bad Nehruvian economics was

They keep accusing me of posting fake data

(India's per capita GDP)/(World per capita GDP)

1950s:  0.18 or 18%

1991: 0.06 or 6%

2014: 0.14 or 14%

2021: 0.18 or 18%

Nehruvians made us 3 times poorer in 40 yrs

FACT!",pro ruling,AbhishBanerj,english
gdp,"Autowala @mieknathshinde &amp; Dilwala @Dev_Fadnavis makes Maharashtra number 1 state of India in terms of FDI investment. 

The journey of Maharashtra becoming the 1st Indian state with Trillion dollar GDP has began under the Visionary leadership of Our PM @narendramodi Ji. https://t.co/Den6zhQCos",pro ruling,thakkar_sameet,english
gdp,"India's GDP growth Forecast FY22

OECD : 12.6 %

Moody's : 13.7% 

Goldman  sachs : 15.7%

IMF : 11.5%",pro ruling,MeghUpdates,english
gdp,"India Exports to Bahrain $450M

Exports to Kuwait $1B

Total exports just 1.5B, 🇮🇳 GDP $2.7T, so not even 0.1% 🥱

They both export six times more to India. So any boycott is net loss for them not India.

The more they overdo the bigger the hit back on local converts.",pro ruling,arunpudur,english
gdp,75 years of Independence: India's journey from Rs 2.7 lakh crore GDP to $3.17 trillion GDP https://t.co/kwFSyMv0qI,pro ruling,republic,english
gdp,"India🇮🇳's @g20org presidency marks great honour &amp; greater responsibility as #G20 accounts for 85% of world’s GDP.

Read more in this article by India’s #G20 Sherpa @amitabhk87 in November 2022 edition of #MannKiBaat booklet👇 
https://t.co/sYDxajDpaJ

#AmritMahotsav @mannkibaat https://t.co/vcTKlNY91r",pro ruling,MIB_India,english
gdp,"Our fiscal deficit which started at 3.5% during Feb 2020 has increased to 9.5% of GDP, so we have spent, we have spent and we have spent

At the same time, we have given a clear glide path for deficit management

- notes Finance Minister 

#Budget2021 #AatmanirbharBharatKaBudget https://t.co/Cdhq7Zr5CP",pro ruling,PIB_India,english
gdp,"""Ignored Warnings"": Rahul Gandhi, Others Shred Centre Over #GDP Nosedive https://t.co/sPiIBpGqHM https://t.co/kxQ9h4IIv5",pro opposition,ndtv,english
gdp,"Remember, DrMMS stood up in Parliament &amp; told the nation #ModiDemonetisationScam was organized loot &amp; legalized plunder. He predicted a fall of 2% in GDP before it happened. https://t.co/dOzYXWof8Q",pro opposition,geetv79,english
gdp,"Mrs Sonia Gandhi #CWC : #MSMEs employ close to 11 crore personnel today. They make up for one third of the GDP. If they are to be protected from #economic ruin, it is imperative that a special package be announced urgently for their survival. #Corona",pro opposition,Supriya23bh,english
gdp,"Why have you destroyed

🔴GST

🔴GDP negative

🔴Demonstration

🔴Democracy destroyed

🔴Highest Unemployment

🔴Mismanagement of Covid19

🔴400 million fallen back to poverty

🔴Petroleum prices are all time high

 #पूछ_रहे_हैं_राम https://t.co/H8smzDF3qR",pro opposition,SurrbhiM,english
gdp,.@RahulGandhi with Columbia University Students #RahulGandhiInUSA https://t.co/BGdpz0RO0U,pro opposition,siddharthjourno,english
gdp,"Total National Debt to GDP 

2015.     68.78% 
2017.      69.42%
2019.      72.34% 
2020.     89.33% * 

2004      62%
2009.      55%
2014.       65.3% https://t.co/4TpugFOxH5",pro opposition,Arun2981,english
gdp,"Thursday night humour: Next time when a govt official tells you ‘GDP badh raha hai’, remember he is referring to Gas, diesel, petrol! 😄 good night, shubhratri!👍",pro opposition,sardesairajdeep,english
gdp,"Here’s @AIPCMaha policy committee take on the #Budget

With GDP projected to plummet, resources are under-allocated to the social sector at a time of high inflation, high unemployment &amp; rising economic disparities. 

The poorer sections should have been a priority
#BudgetSession https://t.co/6wZrZ0tSqD",pro opposition,nandtara,english
farm laws,"What transpired that Modi ji had to tk back the laws.I am no expert but,putting forth my observations. Ever since farm laws were passed in parl, geopolitics has drastically changed. PM uses his words carefully ""What I am doing is for the country"".National security is main reason.",pro ruling,thakkar_sameet,english
farm laws,"Another Aam Aadmi Party leader with no clue about what's wrong with the new farm laws.

#FarmBills2020 #FarmersProtestHijacked https://t.co/d52Qd8v427",pro ruling,knowthenation,english
farm laws,"For those who are looking a better alternative please note ;
—————————————-

✅Afghanistan has a cheaper petrol than in India.

✅There are no Farm laws.

✅There is no CAA or NRC

✅They are embracing Sharia law.",pro ruling,rishibagree,english
farm laws,"CONg circle of life : 

Rafale - Farm Laws - Central Vista - Vaccines -Pegasus - Vaccines - Central Visa ...........

Head!ess chicken ban gayi hai party",pro ruling,BesuraTaansane,english
farm laws,"Rakesh Tikait &amp; some Opposition leaders look upset after Prime Minister Narendra Modi's decision to repeal the farm laws because their agenda to utilize the protests for votes may suffer a  jolt. Farmers at Singhu say ' अब घर', they say 'आंदोलन कर।' #Farmlawsrepealed",pro ruling,pradip103,english
